codigoine;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital;receitastotais;despesatotal
3102;3939765;2161105.24;1425132.32;74588.66;278938.78;127751.22;108379.59;429843.35;3716851.33;164014.42;926849.62;10276082.1;9413454.53
1602;4500277.19;2275184.91;1921179.16;37891.24;266021.88;1732.5;48586.88;767954.65;748928.05;447495.41;438361.17;7799683.45;6953335.85
1204;3268661.04;2135545.71;782823.22;11565.03;338727.08;57288.5;32964.71;28601.77;147365.72;119637.27;65363.45;3849440.74;3719882.46
602;6182870.37;3062628.8;1904645.61;74189.33;1141406.63;375000;1790175.3;57920.51;6584822.03;994164.08;2840968.25;19710016.48;18825920.54
403;2879985.27;1525987.2;788697.92;97223.87;468076.28;22311.24;631074.48;105;118081.06;95402.98;682138.44;5025197.6;4429098.47
1802;2476894.96;1154514.42;947856.52;30674.01;343850.01;25899.82;1241665.02;38934.31;73786.75;69439.4;467912.34;4820017.78;4394532.6
1406;6209555.59;3697128.15;1705574.26;229192.26;577660.92;20138.86;81898.02;31414.41;71703.44;161491.84;2369631.19;10845575.36;8945833.35
1105;55283621.12;17042557.64;26775851.38;216484.76;11248727.34;439679.45;1275443.94;3899561.39;5359889.96;2649186.22;5896576.37;79792905.44;74803958.45
1007;1234903.84;742842.39;349544.65;62888.39;79628.41;12295;388663.93;8363;222879.15;157437.1;234092.94;2354048.83;2258634.96
502;7954890.81;3754802.76;2892584.99;30161.4;1277341.66;1707963.01;2693878.46;385223.9;1184274.79;980331.66;1619744.76;18791391.14;16526307.39
106;3655784.8;1529519.24;1650180.08;113675.25;362410.23;25000;365376.93;25820.83;205028.08;174223.36;786983.94;4920157.84;5238217.94
1205;2149701.3;1429696.04;584420.57;8470.45;127114.24;32255.13;137291.57;76799.52;69155.76;170532.27;138518.85;2796204.48;2774254.4
1803;4359464.92;2072593.09;1908723.49;28879.73;349268.61;3019.15;273920.57;471127.02;1356844.46;156841.32;685971.05;7240907.36;7307188.49
804;4168503.26;1453363.4;2143302.61;34829.77;537007.48;95105.66;38971.98;1208317.84;484999.07;933744.88;200686.05;6553626.85;7130328.74
206;3833025.69;2047443.54;1249596.99;25251.27;510733.89;461039.37;312790.69;243524.79;82987.19;273974.88;378001.87;4795421.84;5585344.48
903;5716699.45;2379310.44;2482692.51;371539.97;483156.53;22661.08;648424.67;107898.9;1393419.38;446663.4;799870.07;9618588.03;9135636.95
305;4419138.83;2323605.93;1467518.9;182496.25;445517.75;389103.79;965765.45;236001.67;140105.54;146656.25;1236091.07;7675688.36;7532862.6
1407;3438400.71;1748470.9;1044585.38;46353.22;598991.21;85526.26;103679.68;181885.49;470055.38;486695.37;1379217.6;6213512.98;6145460.49
1703;8444187.2;4845801.47;2591113.16;138991.03;868281.54;40775.79;1960117.75;502391.84;2095427.55;752951.98;1724311.03;15782884.11;15520163.14
1804;4239613.1;2233363.27;1676228.69;3056.21;326964.93;124622.54;464236.11;306486.49;341287.9;535402.26;727438.19;8009282.47;6739086.59
603;30294022.69;14481267.42;9901384.81;530264.47;5381105.99;1222157.48;479851.02;239258.62;2333472.13;593246.69;5215568.02;46102218.11;40377576.65
604;3447351.31;1779811.83;1370170.04;27435.97;269933.47;25000;772184.17;191248.64;696086.44;506906.53;455699.99;6288036.92;6094477.08
1408;1979346.81;1031235.06;701068.63;28567.75;218475.37;108427.15;650988.1;64848.77;26146.73;165774.83;390415.72;3801911.38;3385948.11
1409;6194361.25;3227634.57;2231908.87;24398.48;710419.33;190314.7;202988.16;8746.16;401645.59;1603938.64;335588.93;8726758.98;8937583.43
4901;475343.24;304448.81;150677.1;8531.49;11685.84;0;0;6116.01;61620.88;135027.03;59666.5;925842.21;737773.66
503;8671633.09;3443559.9;3484422.57;468232.01;1275418.61;188988.35;726908.12;111537.63;1872992.39;1335577.7;2017903.5;13747745.8;14925540.78
1206;2275063.41;1048701.44;874014.77;41006.71;311340.49;57694.66;96132.04;5404.91;63512.86;393200.65;342844.44;3267159.55;3233852.97
207;2240055.8;1285888.36;635608.75;19947.71;298610.98;0;7270.75;23770.45;11878.75;105593.79;273831.14;2826214.99;2662400.68
1207;7035559.86;2803181.84;3298445.1;267463.85;666469.07;124479.81;58263.04;22408.4;330143.09;343303.48;237310.87;9851840.75;8151468.55
1410;4448942.54;2310996.25;1784625.07;124440.34;228880.88;61308.84;60919.5;914405.4;758489.48;571183;483342.07;7307088.42;7298590.83
107;9570960.15;5216328.74;3010866.84;86859.79;1256904.78;50200;354222.83;170241.92;388843.35;225677.86;1169884.94;12758880.82;11930031.05
306;5706987.24;2191951.29;2226554.43;65652.18;1222829.34;162830.02;147452.19;0;406017.71;304385.08;3508206.83;11674074.28;10235879.07
108;6195673.63;2527998.43;2966676.43;69453.96;631544.81;635378.37;1888081.94;782873.78;751712.92;445773.21;801988;11930001.79;11501481.85
704;4736432.08;2488366.45;1648294.83;65935.67;533835.13;60440;124105.9;206495.22;1045236.71;298583.97;260029.01;7184743.74;6731322.89
705;14608167.01;10059454.64;2813141.53;505470.23;1230100.61;79675.05;911247.94;3253.8;136227.55;426168.51;4576086.66;20721887.16;20740826.52
307;10511715.24;4220475.84;3654483.51;97809.1;2538946.79;30000;272970.91;344629.56;1282997.4;216183.12;2278526.89;14895204.35;14937023.12
805;11347180.95;7996059.23;1929883.3;367285.73;1053952.69;0;207299.84;193680.44;96182.79;422148.69;1639606.71;15619742.82;13906099.42
1303;11104481.19;5870708.47;4043173.76;60591.53;1130007.43;869602.42;3794983.79;313458.58;457930.43;453832.55;588027.7;18803503.96;17582316.66
208;4374429.03;2329444;1268990.69;60367.08;715627.26;40000;135478.68;185232.93;14760.6;190229.95;629700.41;5679012.09;5569831.6
1411;2834391.44;1206253.76;1224522.71;22707.63;380907.34;149400;433187.96;8326.01;831011.17;194758.19;229901.88;4794838.45;4680976.65
605;11109895.31;5187781.77;3645667.01;550250.69;1726195.84;505759.3;678581.41;0;448311.77;235668.72;1660855.78;15574455.8;14639072.29
904;2818472.93;1081437.01;865549.55;25926.91;845559.46;6551.84;10500;44496.3;247058.64;199539.15;556873.72;4272122.91;3883492.58
1008;2428682.75;1649581.39;587411.73;46536.15;145153.48;0;48391.81;18514.19;142190.26;70033.43;761476.22;3647167.61;3469288.66
905;4693449.54;1089033.65;2659561.63;803398.88;141455.38;9134.53;105233.12;1041535.83;5876144.2;2939920.93;14415660.33;36089933.98;29081078.48
404;2840566.72;1469449.21;1043367.69;125881.34;201868.48;72387.77;505242;6167.33;146834.44;296561.93;408841.18;4770601.42;4276601.37
1208;1792582.51;861760.12;766691.34;24193.76;139937.29;0;25295.04;3941.12;279410.5;609337.48;175047.6;2680632.23;2885614.25
3103;24722029.52;15594524.23;5900539.19;569054.6;2657911.5;508228.87;1169338.16;2375811.58;1668565.67;1500629.72;3352214.7;37890518.32;35296818.22
504;6477993.95;2858685.82;2911819.28;242326.92;465161.93;27869.16;473006.12;465588.45;1891478.36;795418.67;3073213.21;14458461.46;13204567.92
1209;2063492.56;1141138.76;641368.39;20510.37;260475.04;14864.76;34760.86;10412.34;62989.92;216717.02;151285.22;3492211.14;2554522.68
606;2287896.23;1388327.58;644658.65;26492.04;228417.96;0;465057.4;31135.46;646410.73;124766.05;337280.83;4291336.01;3892546.7
1412;2174359.66;1203935.5;756477.38;16868.19;197078.59;200349;344077.14;66289.91;62174.6;192360.94;233675.46;3402877.3;3273286.71
1304;23397210.34;11932649.41;8912543.41;218698.2;2333319.32;1257933.45;1772291.88;205550.07;1920611.26;3576019.75;3039073.51;36857149.64;35168690.26
906;3236435.73;1502793.32;715977.94;81097.24;936567.23;60828.52;72111.21;332507.74;348269.27;548504.81;705495.48;5783417.47;5304152.76
1505;7670034.4;4340602.9;2453997.78;71631.63;803802.09;90224.14;100524.51;45910.51;672413.01;712267.32;339947.16;8388124.18;9631321.05
907;9890851.3;5060519.64;2878816.25;582505.34;1369010.07;444613.28;1003743.99;8034.13;228120.67;355034.69;2819425.29;14658186.05;14749823.35
308;25493459.6;12179785.97;8683462.54;510473.69;4119737.4;902779.16;3470390.5;0;1999532.37;2570660.74;4255194.29;38800853.2;38692016.66
4701;2859284.21;1626259.87;667172.61;28914.63;536937.1;0;9304.32;336018.25;178901.67;156636.71;505686.92;4874252.47;4045832.08
505;5958327.28;2341463.2;3125579.27;67994.77;423290.04;51643.82;755508.24;48120.5;570971.99;312135.52;577841.84;8038429.59;8274549.19
110;8394053.74;3567454.93;4154408.17;205516.27;466674.37;240604.16;3633629.19;166144.98;1618480.5;1315918.06;1576412.71;16385084.23;16945243.34
806;9086156.73;3882704.14;4089329.68;52731.9;1061391.01;0;1025209.9;100232.26;601895.77;483373.48;493587.82;11918145.45;11790455.96
4201;2930796.63;1305247.96;848919.41;69256.64;707372.62;11684.1;39888.22;82246.99;654278;596926.68;1360046.73;6110811.07;5675867.35
807;14797505.53;6775948.55;5235938.21;121053.77;2664565;81455.22;1572939.97;147552.58;363038.71;1045310.05;1081161.24;19182358.58;19088963.3
4801;1001200.77;498261.28;479950.96;0;22988.53;1267;1070558.94;14461.5;48487.16;139787.1;223745.35;3291531.88;2499507.82
4601;1292324.85;724125.08;409151.52;25535.2;133513.05;0;78450.74;248216.38;140277.77;19780.97;402463.06;2728324.68;2181513.77
1805;5146223.29;2299744.05;1642679.03;139913.04;1063887.17;167694.61;1105365.06;176563.83;277889.31;237840.88;2910526.58;10111729.92;10022103.56
1009;19806175.13;6878873.36;6938163.13;395275.45;5593863.19;113842.14;2175586.81;241499.89;1059140.15;805888.51;4226870.45;28007897.01;28429003.08
1106;193264175.2;126814411.2;46249249.74;3108567.04;17091947.22;4451614.74;4291384.49;2704610.62;2821116.95;10469142.06;53636160;237772428.9;271638204
808;29389977;14726783.4;11018061.24;184589.72;3460542.64;528766.68;1946211.19;5387371.4;2189288.3;2839519.74;2806160.54;49859150.69;45087294.85
1107;39164572.93;19880631.07;11090347.16;234407.09;7959187.61;1574141.95;1225049.32;746282.98;140712.26;813826.25;3859385.98;52804511.27;47523971.67
1108;7642481.97;2944550.41;3443879.76;195975.97;1058075.83;126000;338502.88;338686.47;414807.97;232563.51;1306698.51;10686281.69;10399741.31
607;4347191.87;2281890.86;1700159.42;61515.78;303625.81;47300.64;174902.93;169502.97;662040.94;516312.33;278084.13;6219508.32;6195335.81
1305;10278822.78;5291220.68;3616924.67;67939.94;1302737.49;102651.4;1672253.01;1223598.43;188124.63;161710.61;1030254.88;14801363.48;14657415.74
1413;3616698.81;1591669.46;1665357.94;12760.06;346911.35;0;127567.14;26620.07;486748.32;145958.9;132084.14;4802927.65;4535677.38
405;5754215.33;2643850.19;2107817.56;173220.76;829326.82;86788.84;972419.45;348913.87;567882.37;557248.52;1692363.24;10158691.02;9979831.62
3104;4370625.53;2037880.85;1846700.6;133290.93;352753.15;31637.64;7579.09;265542.7;332709.4;243878.93;428776.7;5890071.86;5680749.99
4602;1795120.59;939343.49;298315.51;34139;523322.59;0;125471.35;91232.26;793174.66;68094.03;294195.99;3333421.57;3167288.88
1109;18177311.21;7036439.8;8653615.93;66259.94;2420995.54;1407078.41;3904772.96;470484.78;104371.39;2238204.56;561868.27;26586483.67;26864091.58
1306;21584819.27;9334387.03;7107295.72;951124.76;4192011.76;101229.85;2183575.4;632709;1113147.77;987338.1;4656947.05;30467642.76;31259766.44
1806;5128010.48;2691663.68;2063428.21;119042.87;253875.72;15866.4;136550.2;347827.14;745845.25;98291.58;615200.8;7089425.94;7087591.85
908;1740671.94;738828.04;856119.46;20360.93;125363.51;35836.02;444513.81;0;65895.37;114469.56;349507.12;3552043.45;2750893.82
1307;8947360.55;3668512.38;3291552.42;308156.12;1679139.63;107766.28;264971.54;180870.87;100535.97;54729.23;1379037.46;10683680.76;11035271.9
1010;6573018.45;2975005.59;2996238.6;36547.1;565227.16;17924.59;19000.26;264033.15;358319.19;177922.87;540088.05;9692114.59;7950306.56
1210;1740369;1009821.05;603657.43;8501.51;118389.01;5573.14;135982.04;33304.43;52267.27;261870.14;42374.89;2375465.54;2271740.91
1308;29143421.6;16013718.59;8123752.3;176304.12;4829646.59;90216;3470564.29;1060766.18;2306212.38;934552.12;4397052.13;48201994.33;41402784.7
111;4206489.66;2618796.21;1347201.92;28198.02;212293.51;33829.51;505600.07;460801.64;354669.14;190073.24;542067.96;7218424.76;6293531.22
909;2811565.35;1569141.89;790320.09;27766.21;424337.16;0;404740.72;72224.74;250443.52;389422.93;173580.04;4118822.33;4101977.3
1603;3911302.73;2238213.47;1065543.2;98944.79;508601.27;2705.19;176333.55;302439.07;895333.41;263491.97;690532.79;5973543.71;6242138.71
209;4851184.56;2621013.99;1421917.32;60251.68;748001.57;336246.24;187606.45;278085.09;1060883.58;232766.69;600567.84;7984480.77;7547340.45
1704;1953240.83;1084716.82;595855.18;54760.01;217908.82;17499.98;588148.71;48926.74;54227.33;236953.66;263533.58;3522638.14;3162530.83
608;3894119.13;1925641.35;1736661.74;39141.65;192674.39;21424.09;212419.96;169567.24;313133.14;46371.89;280845.4;5184104.88;4937880.85
609;2818621.52;1477125.12;1107328.71;24995.49;209172.2;0;730653.76;377808.62;369239.28;128632.61;211188.27;5094166.99;4636144.06
406;3375538.73;1753676.48;1355332.47;40144.25;226385.53;85169;162754.82;161820.54;285085.53;55394.09;641685.65;4870808.9;4767448.36
407;7290961.33;3758451.19;2330102.55;172963.97;1029443.62;1004.65;77849.8;380479.55;625070.66;234842.96;935807.18;9679538.37;9546016.13
408;3767184.3;1543651.98;1905503.66;54577.94;263450.72;45587.5;139854.47;78561.1;789616.06;608204.88;683752.07;6198334.77;6112760.38
1807;2740225.33;1455220.21;731630.69;101602.68;451771.75;103511.4;181343.09;132907.75;375523.47;122981;1386169.62;5117076.6;5042661.66
1506;11898362.28;7131810.75;2876075.47;169870.26;1720605.8;27123.13;340261.08;690573.71;258639.59;973877.25;995814.62;16378799.3;15184651.66
1604;4755415.89;2315789.53;1620811.01;69696.84;749118.51;328602.44;672869.82;284408.49;852417.56;138713.97;1591052.97;9247152.07;8623481.14
809;2618172.54;1758134.78;744288.66;42705.73;73043.37;92592.62;252617.85;119435.03;386649.05;244889.8;977334.85;4861793.97;4691691.74
1705;2159931.69;1421391.38;566103.99;27351.56;145084.76;774.22;964531.72;13864.01;222102.7;32289.16;277869.32;4298568.46;3671362.82
1211;2266796.85;1355683.6;696744.89;34274.85;180093.51;0;16576.64;5948.97;17224.91;52342.93;325812.23;2695689.47;2684702.53
1706;5145037.54;2172885.37;2047223.92;51372.02;873556.23;133215.27;471598.95;79347.96;1237989.28;282653.9;604110.27;8238336.78;7953953.17
706;6527605.48;3525552.88;2164399.4;88759.14;748894.06;43640.69;310052.52;318695.06;242770.79;694657.16;429538.04;9157199.81;8566959.74
610;5450976.15;2302831.4;2186208.36;640982.8;320953.59;292178.6;2576347.81;1073360.77;1131920.4;177177.6;889565.69;11862055.8;11591527.02
1507;11572157.21;7389615.65;2986973.3;98627.21;1096941.05;4184.27;1441693.97;401883.85;229814.52;706725.96;2107151.5;16907835.05;16463611.28
707;2406638.94;1236826.94;613366.98;68263.3;488181.72;1608.8;59161.06;278351.53;125158.35;175722.54;166467.92;3641513.97;3213109.14
1808;2439100.05;1412714.41;605349.29;39583.91;381452.44;3851.52;2717115.64;53110.56;26351.98;86555.18;458257.82;6062604.76;5784342.75
210;5077518.37;3060765.51;1501971.81;89705.07;425075.98;274637.4;20439.87;188817.25;251689.76;692937.03;1014661.55;6714364.28;7520701.23
708;2590402.7;1605627.58;490571.15;254586.48;239617.49;30000;0;4733.15;12461.24;63782.82;223046.24;2936221.86;2924426.15
1707;2538506.45;1386738.35;651479.6;69007.57;431280.93;0;695301.49;172558.68;199965.8;77545.76;554549.37;4115648.44;4238427.55
112;1902251.76;952162.59;804444.32;6728.59;138916.26;448278.59;36772.74;3030.36;410914.8;571707.22;64009.51;4801578.21;3436964.98
1011;5511049.15;3158161.77;1650293.17;177052.95;525541.26;38650.45;1105955.27;172948.18;252482.41;152068.15;629253.59;7755324.36;7862407.2
1809;3526544.41;2203737.96;1091643.29;37934.45;193228.71;2800;49135.28;24846.54;594578.08;206723.7;351908.74;4759215.35;4756536.75
1212;3901821.45;2420217.91;857523.64;74173.69;549906.21;0;82062.07;14386.39;437450.37;712213.45;972873.6;6348158.95;6120807.33
4202;1609434.81;907641.75;489990.83;48771.72;163030.51;0;89306.16;33817.88;1361775.05;144710;289600.39;3654082.37;3528644.29
1012;5613915.96;2928445.96;1365385.11;73574.06;1246510.83;167839.8;2046288.55;62212.23;79670.36;706334.5;482138.22;9866480.78;9158399.62
211;9913427.8;4921715.44;2993973.35;82764.69;1914974.32;20040.68;305373.53;695963.15;2357500.09;502141.66;758861.92;15126072.39;14553308.83
1116;23801324.66;11184849.56;7686835.85;399865.37;4529773.88;42512.32;2694249.56;700757.81;796120.04;336458.56;6594830.53;34153988.31;34966253.48
1110;32529679.36;16115936.99;11845302.66;148826.27;4419613.44;3256452.06;1797291.99;851095.17;1987104.56;2156724.87;3304670.35;53214848.36;45883018.36
506;2541952.2;1024055.7;1207515.68;21564.03;288816.79;105401.61;11257.45;14874.64;784897.16;619461.43;459862.26;4579781.77;4537706.75
810;10983402.11;5883893.95;3527261.65;232930.66;1339315.85;94393.88;884922.32;194299.63;352873.4;694833.41;807827;14165935.41;14012551.75
113;12446723.67;5293837.46;4338120.83;377979.82;2436785.56;0;547487;102189.08;1020222.24;229143.94;1913059.79;17208006.73;16258825.72
1810;2935448.57;1402201.06;1273422.29;25568.11;234257.11;0;464778.09;154389.13;431295.68;50511.52;296557.99;4421857.18;4332980.98
114;4865236.03;2269488.91;1987958.55;90363.6;517424.97;70903;2819171.98;744394.45;942003.54;146068.32;631607.38;11473623.01;10219384.7
611;4282140.39;2155570.81;1560054.86;19998.81;546515.91;9836.05;40352.85;35916.67;772479.87;170777.06;597879.64;7393581.03;5909382.53
1421;10294263.86;4027420.04;5191966.96;81259.46;993617.4;0;2436249.32;212494;627220.76;463146.06;1936297.37;17805333.93;15969671.37
212;3607069.09;2431840.28;826467.18;97189.61;251572.02;0;128313.12;16765.9;107878.22;263094.2;676230.85;5112932.1;4799351.38
115;11215340.66;3996307.82;5167592.58;121284.64;1930155.62;809078.68;330334.46;187494.47;1525527.96;722055.08;1583590.13;15891816.33;16373421.44
1309;9085048.73;4002377.1;3102656.97;501164.86;1478849.8;101527.07;3256057.06;12704.24;609393.99;589137.92;1865179.78;15986816.39;15519048.79
1508;17076234.51;9592483.89;5515288.33;48181.68;1920280.61;600;942935.87;835270.75;503406.7;653129.3;621418.56;21927936.8;20632995.69
612;2678904.5;1168603.07;1175747.99;8691.32;325862.12;24.21;219849.63;135188.48;202876.71;1498770.05;244033.04;5366741.25;4979646.62
1310;13743622.98;7219597.97;4591569.39;95975.99;1836479.63;1112262.02;2399656.77;185340.82;2198102.62;949670.04;1078069.19;22243446.66;21666724.44
1605;2845747.41;1407770.43;1183161.21;32420.78;222394.99;0;178986.58;494674.45;682330.05;179443.67;252098.65;4659629.77;4633280.81
1013;1989881.66;990662.19;837617.16;22661.65;138940.66;0;233318.25;0;190543.71;111586.31;188269.25;2943065.57;2713599.18
613;2922298.02;1319016.78;1318419.12;4339.09;280523.03;0;367374.01;483617.38;209660.71;187475.97;547682.23;5314654.85;4718108.32
1311;10682058.63;5099979.59;4121373.29;117445.63;1343260.12;500435.43;2966151.62;440155.89;1465576.75;464852.45;1393982.99;18052879.76;17913213.76
1811;1902057.94;1010924.09;638686.79;29299.48;223147.58;18.98;185295.2;24822.11;267465.73;62969.78;482569.32;4039244.66;2925199.06
507;2693823.35;1141413.87;1058997.86;92802.6;400609.02;13100;508416.46;293965.34;517312.29;398975.05;510468.34;4950064.85;4936060.83
1812;1432993.99;733224.65;557040.89;0;142728.45;190200;87646.73;51739.29;136609.19;161982;147362.16;2630284.9;2208533.36
614;2212378.56;1003564.47;708876.82;26311.91;473625.36;0;410740.02;167261.61;348251.43;151290.16;270182.93;3627086.49;3560104.71
1014;6739377.46;3557458.59;2468231.65;81062.21;632625.01;52560.48;107633.89;71332.32;170720.57;397939.99;438580.14;8780191.36;7978144.85
1708;4331594.14;2219514.37;1466513.03;69134.26;576432.48;145197.75;1333287.29;267573.66;402892.35;582732.1;441410.13;8111722.01;7504687.42
910;4170079.95;1343582.42;1876143.98;60394.82;889958.73;0;272296.2;23863.06;1417660.84;224827.02;383428.91;6800745.83;6492155.98
1015;8760734.57;3315414.18;3444088.24;44882.88;1956349.27;295163.5;2177387.97;636120.42;1772582.32;961022.76;1476179.9;18010243.75;16079191.44
4203;11927477.01;5780231;3210596.12;277386.01;2659263.88;342671.28;203503.55;86133.56;2067051.31;1541602.79;1917252.28;18063491.72;18085691.78
3105;2173154.19;856656.43;982153.42;20899.95;313444.39;45608.2;1358.88;55197.34;192372.42;78339.18;394047.98;3027646.39;2940078.19
1606;4374655.01;2030288.4;1733033.05;61877.5;549456.06;1247.2;933557.12;116827.58;701684.02;373530.13;320922.22;7212669.07;6822423.28
1607;9542274.63;4124846.33;3406401.78;7829.16;2003197.36;204347.29;1281941.9;1136937.06;290414.02;778026.82;1276282;13976275.57;14510223.72
1213;4473755.83;2644737.85;1184452.06;4970.35;639595.57;25004.24;913424.75;188094.3;589488.09;810027.99;392824.23;7851937.47;7392619.43
1214;5785888.9;3279301.13;1687193.36;248163.71;571230.7;182217.66;417652.52;66582.46;366224.52;618789.98;1141788.21;9590799.33;8579144.25
709;3183713.79;1980247.26;894447.39;23730.55;285288.59;69255.92;618399.52;23333.88;225789.96;99431.05;282627.3;4950805.76;4502551.42
811;19715230.98;7583423.73;7814539.08;777157.37;3540110.8;22320.75;463473.26;67251.73;254658.23;1044055.44;4660575.79;27364759.74;26227566.18
1312;56714066.09;29324991.92;17618901.91;1550043.92;8220128.34;1337153.35;262488.37;726959;111375.5;1526232.88;12939234.35;83078094.01;73617509.54
1016;5667224.78;2425000.98;2693180.56;26975.54;522067.7;0;834745.34;502150.77;993486.61;232884.59;265658.27;8666011.98;8496150.36
3106;1215727.56;581783.01;408138.6;15738.69;210067.26;15783.15;5176.99;48286.09;811057.25;76926.06;418734.98;2946717.36;2591692.08
3201;2147416.12;867081.98;265997.51;7336.81;1006999.82;11000;0;6808.53;95811.48;34764.93;110431.31;2425811.4;2406232.37
309;4926751.89;2034115.95;1743972.95;215207.95;933455.04;6125;100751.94;118601.59;679155.83;342078.81;842337;7412777.89;7015802.06
1313;16098802.56;6940770.96;7211383.23;200655.68;1745992.69;747048.83;467591.42;702795.92;1083113.93;715830.46;1700955.13;22351349.48;21516138.25
4204;1673821.98;1123391.61;338338.24;69003.28;143088.85;94495.72;60277.12;64517.48;13413.41;134475.05;1407125.13;3478366.82;3448125.89
4302;3115472.15;1758838.81;718063.3;72004.16;566565.88;83202.08;2999096.5;518823.62;2389895.69;450584.48;2530878.34;11953240.37;12087952.86
508;3564947.87;1376046.59;1666215.82;24242.27;498443.19;122476.11;734550.53;651972.61;604318.69;312750.74;322865.36;6583314.66;6313881.91
710;3240258.61;2002154.98;1074127.84;0;163975.79;39600;759274.13;50753.58;523929.22;120794.77;0;5680818.14;4734610.31
711;4271623.53;2179945.44;1252720.05;152855.99;686102.05;3438.22;140033.66;53864.26;277407.31;188945.58;1633669.23;6557523.25;6568981.79
1813;4148549.87;2312848.59;1486444.89;55644.21;293612.18;13000;953619.46;64956.57;637047.74;411274.04;435920.77;6612563.28;6664368.45
3107;2416708.27;958327.14;830825.02;206585.56;420970.55;29554;0;6658.58;422993.15;192663.51;317050.53;3615755.88;3385628.04
1709;4133767.14;1637223.93;1298562.4;56614.81;1141366;83313.93;685688.78;64205.99;269384.69;300931.22;486056.66;6777720.52;6023348.41
4205;4050489.99;2352105.58;1246253.21;122270.43;329860.77;244965.63;972907.03;2656676.96;1982453.23;774339.12;2650211.66;14245337.28;13332043.62
1414;6617915.84;2985112.14;2668589.68;112650.52;851563.5;0;1217545.56;76518.51;852051.67;189618.02;1730631.25;11164876.63;10684280.85
1710;2547331.34;1462215.22;781957.33;44707.06;258451.73;288;908979.51;16981.23;224651.37;420452.37;408617.04;4536477.95;4527300.86
911;4737966.56;1658530.53;1866867.36;35241.51;1177327.16;51163;0;169604.59;1074059.59;1692321.47;505541.72;9600441.78;8230656.93
1415;3864852.96;2035296.74;1487353.38;29759.02;312443.82;0;51271.45;7593.92;759103.91;127209.42;378261.64;5288048.28;5188293.3
1814;3280779.5;1597997.66;1245469.93;147400.62;289911.29;10025.16;210288.85;30927.99;322013.6;638366.62;310696.78;4775053.97;4803098.5
3108;5627358.51;3271987.58;1792619.61;137957.84;424793.48;77000;48699.53;396710.61;542541.9;450546.35;916184.71;8111840.78;8059041.61
4401;1166578.41;660105.45;335618.05;13229.91;157625;107744.16;65828.16;23804.03;174416.96;91776.76;122021.41;1841928.01;1752169.89
4802;817493.45;495732.23;219074.03;7753.06;94934.13;20606.74;253535.84;6830;337217.94;156178.95;169085.81;1330980.17;1760948.73
109;19021028.27;8145972.14;7046834;190037.13;3638185;1151537.81;1404035.69;2905046.27;2747110.81;2067345.82;2740525.33;33812608.75;32036630
1711;2320441.76;1049511.56;979150.26;22219.03;269560.91;65780.63;424140.02;5000;395560.05;114867.55;417941.08;3760400.22;3743731.09
3109;2332107.33;926317.6;803672.41;177047.78;425069.54;79058.14;9824.52;5513.05;260260.19;74571.07;236882.87;3569029.83;2998217.17
1416;12320997.98;7871837.91;2277570.14;335110.21;1836479.72;13492.35;797912.89;141832.66;719007.62;456713.16;2715791.64;19738674.92;17165748.3
1509;9220060.16;5398117.31;2830173.02;71099.23;920670.6;18312.71;382500.48;208235.86;397616.44;289828.73;964981.63;11853787.94;11481536.01
1314;11824982.33;5382591.14;4050719.19;127059.39;2264612.61;250893.25;929572.04;521977.7;1038055.32;154823.1;1218906.93;17645867.14;15939210.67
812;3925975.81;1976231.14;1524182.61;20691.81;404870.25;0;524361.73;17328.89;16462.57;297364.69;293845.24;5212921.61;5075338.93
116;5144288.58;2558662.59;1862934.13;58900.31;663791.55;103627.64;2211301.38;63881.4;296508.2;343248.87;831236.3;9159798.81;8994092.37
1815;2671587.08;733019.54;1811449.72;49027.42;78090.4;0;192236.41;20267.8;580124.97;444836.69;345561.76;4378768.53;4254614.71
1816;5172928.73;3205865.81;1579112.84;66549.34;321400.74;267048;27210.75;250354.92;2494785.25;122851.59;1298440.61;9767381.58;9633619.85
4603;1136629.17;471879.59;285155.66;5894.83;373699.09;0;340202.99;12836.52;934526.65;4682.9;1214349.41;4265147.84;3643227.64
3110;1851961.29;737885.61;765931.96;44719.44;303424.28;59058;15190.3;26806.64;4042.24;133261.78;287840.23;2698383.31;2378160.48
1417;2178175.8;1532775.18;521825.5;49371.05;74204.07;0;58773.98;26843.96;9671.63;244880.67;332440.57;2894632.62;2850786.61
1817;2639943.99;1531574.09;814759.4;20619.24;272991.26;0;516037.47;449085.93;267141.7;386061.5;294366.67;4548502.76;4552637.26
912;6115335.3;2840107.79;2108671.19;289716.42;876839.9;22594.69;1180568.37;224303.69;301652.44;529117;1401709.05;11067345.14;9775280.54
1510;23857098.24;17629256.95;5180100.5;372884.02;674856.77;0;1434373.59;616754.05;416735.97;3905885.15;13321373.01;43958514.02;43552220.01
1818;1795959.51;841606.48;838060.73;26069.79;90222.51;75555.94;58526.18;10559.2;215711.42;408327.45;234630.69;3557330.25;2799270.39
213;5442606.09;3084493.61;1674182.4;24715.04;659215.04;0;421466.51;79896.98;830811.01;1320310.66;1100609.38;10182051.43;9195700.63
