codigoine;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital;receitastotais;despesatotal
1504;13983681.72;7770273.02;3941621.09;161962.18;2109825.43;22503.13;293721.88;395119.51;487309.98;407545.99;2482570.65;17786432.55;18072452.86
1004;3593677.54;949278.72;2022002.62;12266.77;610129.43;20266;742129.53;1048078.59;642676.79;712858.97;457839.2;7962795.46;7217526.62
205;7592494.75;4177754.94;2775491.81;114399.86;524848.14;1797.54;587979.15;334774.64;359048.7;455607.15;1431013.41;11138701.01;10762715.34
501;1640161.9;604278.87;808289.1;26489.95;201103.98;0;224198.71;2656.11;326947.76;396242.27;196557.58;3612167.45;2786764.33
1405;7405967.75;3346300.57;3048751.17;36646.88;974269.13;3690;56619.13;42521.76;468050.69;188023.02;1173048.92;9235934.98;9337921.27
1005;2973879.81;1916541.28;870848.14;79628.87;106861.52;6843.35;36086.29;505119.62;281001.13;58081.64;429244.09;4466569.22;4290255.93
703;2664810.93;1677029.52;785383.66;97142.32;105255.43;12612.4;48494.37;6431.97;766.65;140370.25;296537.05;3626197.55;3170023.62
1702;2661915.75;1260621.96;981592.32;28379.85;391321.62;19306.6;0;193289.15;400644.64;1637578.84;401178.33;5281605.05;5313913.31
303;24594399.84;13299971.66;6906129.34;610347.95;3777950.89;0;301725.89;34743.79;1063274.82;686472.64;14504120.85;45593581.23;41184737.83
402;11055750.41;3407133.63;6810958.93;117718.52;719939.33;685216.07;302589.91;249213.65;1056520.71;725227.71;1661496.37;16810277.03;15736014.83
304;3894649.68;2241450.93;979592.36;73800.03;599806.36;270203.96;1667822.58;104553.97;696753.14;476137.01;939834.26;8180778.03;8049954.6
1104;3880988.26;1812060.08;1618356.58;57147.85;393423.75;30000;860007.81;141400.33;620819.38;109448.1;213496.64;5974997.1;5856160.52
1006;8250663.29;2517264.6;4361951.41;66529.11;1304918.17;280600;609409.32;0;451504.07;316937.31;1130267.67;12352582.65;11039381.66
3101;3284408.3;1070231.4;1290431.86;59010.77;864734.27;49500;0;36720.5;415761.12;246574.32;452090.64;4563499.65;4485054.88
4501;946205.45;421077.55;272595.34;180043.84;72488.72;0;0;1550.71;55656.23;74783.99;140201.38;2034835.37;1218397.76
3102;3643850.89;2120958.99;1038918.07;74323.93;409649.9;90726.16;88585.17;247851.28;1884104.59;189717.8;478018.52;7124945.78;6622854.41
1602;5422330.48;2498326.74;2585578.5;59852.47;278572.77;0;221420.49;423848.07;803643.28;297281.15;420770.53;7445928.2;7589294
1204;2982149.56;1813033.79;855592.77;4003.04;309519.96;7059.21;68254.65;21956.99;269208.94;153834.63;44366.82;3930404.97;3546830.8
602;5664631.44;2681961.71;1811752.59;319382.1;851535.04;58705.34;749953.06;12308.94;626655.19;451744.04;1353574.52;11499672.29;8917572.53
403;2904225.36;1592856.7;702497.6;52209.64;556661.42;42684.74;26814.8;696.83;960450.77;100488.07;501218.2;4957037.97;4536578.77
1802;2330802.21;1093575.04;867557.57;41684.3;327985.3;15344.34;729812.07;33404.76;59612.41;50444.09;297365.3;4141691.09;3516785.18
1406;5814189.75;3442967.74;1391020.24;431949.81;548251.96;29444.4;528245.28;29297.65;68981.05;317536.3;2195075.02;7948862.52;8982769.45
1105;60633925.95;16419477.4;28737681.97;379833.67;15096932.91;458594.25;1918268.18;1782785.89;4179749.71;3607908.16;7264090.67;85303150.39;79845322.81
1007;1482397.07;736773.93;506322.56;87866.21;151434.37;88234.38;224541.18;7571.02;256511.05;35292.94;205720.54;2333746.32;2300268.18
502;8138337.18;3551382.71;3266660.72;77835.87;1242457.88;657888.15;2279872.33;150289.94;4104040.46;541998.83;2543769.96;20804749.18;18416196.85
106;4883930.3;1662313.49;1690775.22;745608.19;785233.4;14366.13;39620.13;70742.19;1472651.75;150242.27;4810236.58;12027568.9;11441789.35
1205;1975670.84;1242795.85;662657.12;8835.51;61382.36;228.44;120856.63;46118.96;83829.46;130950.4;139157.14;2847169.52;2496811.87
1803;4763870.4;2118725.6;2135832.09;30820.27;478492.44;11862.98;144121.47;236748.49;1216106.08;195724.84;705662.43;7520340.43;7274096.69
804;3850674.57;1407001.66;1657421.75;7479.9;778771.26;16471.05;0;54221.82;126708.1;565811.19;124122.25;5099240.6;4738008.98
206;3915979.51;1941810.46;1339534.47;19849.95;614784.63;1980.26;73600.4;9982.54;497666.84;1191058.94;381616.19;5613008.99;6071884.68
903;3374402.75;2227916.53;560850.24;83083.89;502552.09;11250;16351.07;2559.94;79714.97;122103.67;297768.7;4337992.07;3904151.1
305;5869144.06;2476902.33;2531130.3;436299.82;424811.61;348942.26;2468686.66;579843.82;3235809.28;2307889.75;977437.73;16107303.78;15787753.56
1407;3078370.53;1538869.3;953146.58;153693.9;432660.75;45646.34;83383.58;271272.07;331207.03;339756.3;1483737.74;5321075.62;5633373.59
1703;8414249.97;4429824.53;3053925.04;212563.85;717936.55;1889.6;1750574.2;311872.39;1754153.04;778887.41;2390106.82;16237724.26;15401733.43
1804;4158794.2;2118204.02;1789695.29;4495.11;246399.78;4153.68;122982.21;60213.85;730379.79;381823.85;686454.54;6828914.12;6144802.12
603;29880153.42;13981604.14;9745053.12;484929.44;5668566.72;1858739.34;3441121.68;107758.19;745238.14;2324352.65;7063534.42;46065012.51;45420897.84
604;3498080.1;1602263.52;1625288.49;36671.85;233856.24;101910.74;541124.16;479521.74;412046.62;845387.23;393433.45;6699700.43;6271504.04
1408;1936724.83;1016215;677018.66;37441.18;206049.99;27500.07;218529.14;230035.28;91472.11;218737.87;450374.61;2950562.04;3173373.91
1409;5993699.21;3186220.63;2205282.89;32412.15;569783.54;37087.87;377407.46;86782.47;425690.3;1078685.64;509571.69;10569237.48;8508924.64
4901;406792.3;281603.34;108874.94;9600.42;6713.6;0;0;14815.75;905471.61;171014.16;59943.21;1526090;1558037.03
503;8775655.42;3345262.8;3420558.39;662616.73;1347217.5;171456.8;1145155.06;61032.04;1736602.95;2235387.7;1872702.42;17051134.94;15997992.39
1206;2322127.82;1047134.88;966811.54;32642.67;275538.73;1003.68;119812.15;19051.76;204554.81;602103.8;162242.91;3772430.35;3430896.93
207;2012969.71;1091606.7;705136.83;26182.62;190043.56;34195.1;53017.92;96209.09;81228.53;183300.45;230615.33;2724696.78;2691536.13
1207;5511619.19;2102642.76;2654495.82;11671.37;742809.24;32824.21;253619.67;283.03;39986.38;370710.63;85979.26;9563528.78;6295022.37
1410;4600686.89;2450189.9;1944954.37;102969.66;102572.96;24910.7;83074.68;80090.66;112078.16;1118340.29;402014.59;6461941.26;6421195.97
107;8778146.74;4851101.57;2607952.18;80956.35;1238136.64;0;59751.18;78041.12;23977.95;371874.52;988537.28;11518924.6;10300328.79
306;5839439.42;2013545.6;2568658.02;114067.86;1143167.94;10910.56;921484.56;21126.01;514581.14;757935.32;962444.39;9976965.53;9027921.4
108;4946486.24;2324537.02;2080584.92;69564.64;471799.66;249117.81;713047.27;468739.06;347426.86;165177.43;1074505.87;8742506.72;7964500.54
704;2764405.25;1421182.98;964356.78;27800.64;351064.85;28684.85;42430.45;31456.48;49045.57;53108.35;66042.5;6609670.26;3035173.45
705;14869678.46;9326853.75;3774715.47;867163.55;900945.69;68045.42;258366.41;13724.57;178161.81;287812.56;4638816.02;20259947.12;20314605.25
307;9721364.33;4205280.47;3380309.92;72342.78;2063431.16;36250;559801.13;512158.12;1399114.62;122852.94;3031386.25;15573762.51;15382927.39
805;12892202.75;7347140.99;4131220.04;445191.25;968650.47;126041.67;336904.68;0;229096.72;374389.04;2075935.66;18503060.24;16034570.52
1303;11886450.87;5681518.47;4334816.26;98616.68;1771499.46;76386;2142698.32;294065.18;974351.03;585735.98;777754.25;17636711.93;16737441.63
208;3993115.59;2321512.72;1223533.73;72646.61;375422.53;0;117167.92;29102.4;17545.18;102269.67;716650.38;5193128.35;4975851.14
1411;2613485.56;1218980.26;1162124.27;51523.86;180857.17;258316;2763795.08;7724.12;313130.46;276243.27;223423.79;6801993.75;6456118.28
605;12556289.51;5086767.62;3901525.06;549334.15;3018662.68;10000;198486.58;135897.25;287726.76;194765.53;2125806.33;16135297.55;15508971.96
904;3072695.34;1020544.44;1166538.34;94756.93;790855.63;295;531238.33;18914.38;63168.53;127933.36;596401.98;4103156.48;4410646.92
1008;4758248.37;1433707.77;2853571.56;228308.32;242660.72;2130;178112.63;67748.37;710348.61;408951.18;805757.5;7694287.01;6931296.66
905;2315099.91;847413.91;821212.04;566281.52;80192.44;0;501410.22;0;21348.3;229531.56;61097.5;3091113.85;3128487.49
404;2574096.78;1426203.64;751271.41;125081.58;271540.15;58359.79;576443.13;0;997405.94;1492153.5;408021.64;5844383.7;6106480.78
1208;1749991.51;813565.05;738505.96;24825.71;173094.79;0;119447.21;579560.33;0;678978.12;176012.04;3712220.34;3303989.21
3103;26279704.38;14914511.33;8314458;954544.56;2096190.49;1761984.77;617724.38;1370604.21;1834895.71;1223151.54;3071443.72;38349237.74;36159508.71
504;6250214.45;2509214.19;2683585.26;803757.52;253657.48;1390.86;454794.29;459556.5;2097795.07;807814.19;3276437.61;15247900.56;13348002.97
1209;1961527.2;1065168.01;664844.49;18025.1;213489.6;7.41;55590.47;67416.83;80968.35;256774.03;143709.88;3758728.57;2565994.17
606;2538145.3;1356141.6;875661.83;23672.92;282668.95;135000;250525.93;85392.3;96815.06;262813.01;416248.94;4031418.41;3784940.54
1412;2343214.82;1159643.03;964195.99;29080.41;190295.39;1526.92;139046.96;22727.31;48609.15;277068.13;65701.93;2944654.49;2897895.22
1304;24859104.71;12509285.53;9169995.87;316341.33;2863481.98;936325.97;12553398.03;133135.74;1624690.67;1646673.01;4364016.08;46677132.42;46117344.21
906;3113698.02;1413829.21;759409.61;82304.67;858154.53;143.02;126992.11;62447.77;773776.32;683724.04;686331.01;5791494.15;5447112.29
1505;7298002.48;4443687.76;2172008.91;81022.38;601283.43;357624.38;538295;23209.2;276916.83;951165.81;519764.01;9510915.73;9964977.71
907;10020150.25;5090433.97;3376088.98;435988.64;1117638.66;299222.5;990350.11;109210.14;1048675.75;902434.21;3621021.86;18017994.08;16991064.82
308;28112956.18;12128374.53;9517098.81;514462.71;5953020.13;205519.77;4974335.62;0;3885875.79;5808938.74;3726601.94;46108063.65;46714228.04
4701;2852711.37;1688241.92;658787.59;62761.05;442920.81;0;35283.02;229.01;764568.1;205200.59;589736.21;4916241.12;4447728.3
505;5423461.01;2215292.15;2812482.54;20335.26;375351.06;18578.68;267196.77;699.42;424079.36;626467.25;730876.62;8401637.75;7491359.11
110;7282787.51;3418176.33;3190051.53;301202.4;373357.25;189094.76;694684.72;311539.01;2113883.19;461109.67;1130474.38;12238612.96;12183573.24
806;10144612.77;3658640.14;5317088.23;123965.2;1044919.2;15065.35;384521.6;302871.26;195649.41;338169.06;473063.24;12026737.27;11853952.69
4201;2500881.1;1127617.54;570390.09;84421.59;718451.88;83300;43163.92;15264.83;203533.71;369345.7;3377445.45;7173360.05;6592934.71
807;15186514.93;6394346.46;5575413.54;450653.59;2766101.34;1210771.15;566747.13;279578.78;286245.12;494384.27;1033482.07;19333802.22;19057723.45
4801;878754.79;525871.09;327966.47;0;24917.23;6465.04;265015.54;40546.2;144262.99;139280.47;11541.15;1454902.07;1485866.18
4601;1539863.71;710218.81;442154.94;160643.66;226846.3;30000;170296.87;0;2320;123004.22;788334.67;2488953.36;2653819.47
1805;6282636.17;2328198.11;2727126.16;121407.38;1105904.52;35300.43;5041481.68;270447.03;726788.37;375845.83;2059465.9;14342428.08;14791965.41
1009;19567695.28;6361183.43;7789834.06;393445.14;5023232.65;163109.59;1356372.31;11147.37;1343923.37;1330426.72;3013314.02;28949072.05;26785988.66
1106;193220276.1;122168393.9;45308555.66;2941197.03;22802129.54;621448.62;1782116.54;2932493.93;1944429.96;10577156.95;34718758.16;234386169.8;245796680.3
808;28620908.33;14544488.05;10730670.2;336597.32;3009152.76;128278.5;2248414.68;4124237.41;1813757.51;3764870.76;3979292.72;45860608.65;44679759.91
1107;38587442.8;18797656.3;11554223.1;362181.27;7873382.13;70492.35;1416197.55;923948.71;711153.47;818594.07;4216119.68;48671146.59;46743948.63
1108;6833752.93;2883709.12;2849654.43;319677.47;780711.91;1510;2984629.43;197467.97;707336.17;191380.42;1040528.04;12347445.95;11956604.96
607;4586678.23;2318839.87;1908542.28;70490.95;288805.13;79585.48;126405.14;170034.55;603590.93;499527.26;334541.21;6680626.79;6400362.8
1305;10428241.92;5261116.76;3836910.97;105962.57;1224251.62;0;2089408.97;573837.8;1406689.87;505374.62;976466.29;15488485.05;15980019.47
1413;3650580.27;1586123.16;1725696.82;18347.41;320412.88;5696.65;173829.36;47010.49;515614.31;145337.11;171646.35;4893832.31;4709714.54
405;5859966.06;2583779.68;2216351.49;147990.8;911844.09;49365.16;425796.24;146507.52;1067194.54;463215.65;1455678.69;9583692.71;9467723.86
3104;4066363.05;1985050.48;1565298.09;171066.43;344948.05;0;17783.6;41949.6;2602314.46;274578.48;461890.37;7783024.22;7464879.56
4602;1656507.57;899176.51;345965.54;23128.54;388236.98;0;248867.85;378684.39;359772.36;122030.9;264137.21;3121410.83;3030000.28
1109;18188357.29;7196156.84;8201151.68;66540.93;2724507.84;228361.5;1228338.26;253468.74;1436608.8;2219883.5;560147.92;24667778.64;24115166.01
1306;20450058.5;9422950.19;7185182.21;843155.96;2998770.14;245184.23;382601.94;20987.66;1340171.42;1647180.53;4795595.03;28999624.11;28881779.31
1806;4546123.31;2564101.99;1762190.87;93295.75;126534.7;95375.43;206172.24;492561.96;1785832.58;109867.4;608687.72;8158313.15;7844620.64
908;1407062.4;700793.41;534239.56;34903.4;137126.03;8683.1;29630.44;766.32;323606.87;311824.45;272576.15;2609450.14;2354149.73
1307;9894488.51;3575302.36;4043280;343319.15;1932587;115200.32;709197.83;111818.12;129026.68;49909.59;1295401.75;14015595.94;12305042.8
1010;6489585.38;2653785.67;3263674.26;38830.84;533294.61;144173.49;27740.62;508593;146456.71;274525.52;535907.07;9477134.17;8126981.79
1210;1604806.24;933258.55;541916.72;9881.4;119749.57;32488.44;160464.79;59015.6;99965.07;1087728.51;56739.06;3010914.05;3101207.71
1308;30674020.62;15118157.14;10251915.83;136300.07;5167647.58;930352.14;10636240.89;130651.69;1251962.55;1447893.65;5114645.32;61387978.54;50185766.86
111;4079634.17;2463580.66;1401826.32;27826.1;186401.09;197817.53;46263.09;190903.38;295191.26;27679.3;476794.7;6824860.49;5314283.43
909;2917742.82;1428835.26;1020713.48;40976.85;427217.23;0;469140.42;14894.63;569865.93;339918.25;188325;4483179.2;4499887.05
1603;4362254.18;2525569.79;1194140.57;90017.97;552525.85;3013.98;153840.01;595612.12;990344.58;854788.44;681422.82;7503953.67;7641276.13
209;4791119.5;2441050.28;1657856.49;60650.27;631562.46;92415.09;343996.03;354304.26;276924.49;376808.44;645144.73;7620169.44;6880712.54
1704;1749618.64;1012076.61;446217.24;145775.71;145549.08;76500;632228.95;19658.22;252385.65;179017.32;282106.1;2858095.67;3191514.88
608;3519550.92;1845589.58;1468167.69;39845.11;165948.54;591.55;0;289365.51;230061.22;276119;314979.14;4808173.4;4630667.34
609;2743247.66;1390583.35;1077605.16;37854.61;237204.54;116868;559361.04;313748.94;133878.43;300130.73;322576.22;4713606.38;4489811.02
406;3160427.88;1839945.52;1113139.92;48503.58;158838.86;0;687314.21;108304.28;1260743.25;40854.41;459803.56;5546760.36;5717447.59
407;6881155.02;3590156.71;2078290.02;211180.67;1001527.62;5940;253930.65;452998.7;555587.31;336364.75;814396.73;9157701.58;9300373.16
408;3995718.21;1445397.57;2272498.96;96248.32;181573.36;72768.99;1011501.57;0;1107916.52;480521.84;700602.15;6625760.47;7369029.28
1807;3008249.35;1463118.14;990944.46;127959;426227.75;40123.17;400091.86;53510.24;270566.74;111885.33;824974.66;4692018.76;4709401.35
1506;11758818.05;6922644.91;2681337.02;188169.48;1966666.64;7671.92;681246.32;613051.34;46149.17;1693381.03;1126247.58;16365077.49;15926565.41
1604;4941731.97;2353567.05;1779769.8;86450;721945.12;282121.44;1281509.03;555040.16;851046.15;143243.77;2091183.51;10279664.68;10145876.03
809;2965646.72;1766455.79;862608.73;53040.62;283541.58;0;130581.49;85068.52;491883.04;64113.81;607315.1;4372242.61;4344608.68
1705;2502479.36;1411164;670868.21;236023.39;184423.76;372.9;1069430.82;11099.25;56255.57;782522.66;249176.84;4649171.15;4671337.4
1211;2109969.66;1295466.9;651314.58;33170.95;130017.23;0;27028.97;9837.57;75561.65;49891.3;604248.05;2858768.04;2876537.2
1706;5364045.25;2083079.33;2532588.77;68503.21;679873.94;118574.76;578898.68;273251.94;1330945.98;250934.48;789680.42;9639147.71;8706331.51
706;5836580.75;3391206.51;1724507.2;32062.86;688804.18;160283.56;207901.57;173591.4;172027.23;435247.32;438543.82;8016850.23;7424175.65
610;4232907.53;2308746.68;1335154.64;399961.17;189045.04;29199.54;2322430.73;588232.83;1019091.12;162689.76;788696.46;9313067.43;9143247.97
1507;10492832.1;6843368.98;2511316.99;156594.47;981551.66;0;205257.41;215180.33;318089.96;321839.21;1065835.62;12644764.46;12619034.63
707;2194884.13;1163388.37;671481.42;30221.03;329793.31;10470.88;12621.78;163268.24;233841.62;84365.28;181672.32;3159916.56;2881124.25
1808;2459657.64;1317514.66;714496.05;41301.89;386345.04;2118.39;435240.91;55239.14;159935.62;624123.86;339703.54;6362114.4;4076019.1
210;5218510.91;2907330.97;1786902.3;46777.75;477499.89;0;5561.68;255884.09;382887.48;742637.66;672632.21;7203292.8;7278114.03
708;1910350.25;1283956.43;360221.86;107595.06;158576.9;0;0;11132.66;44998.14;44630.77;275048.06;2275365.46;2286159.88
1707;3754604.67;1166204.95;1956793.35;134177.71;497428.66;0;2293064.69;224210.12;799722.22;50447.86;1001622.67;8408499.57;8123672.23
112;1624918.2;869809.86;637345.43;10332.74;107430.17;166761.44;718258.71;415.13;377863.73;755422.21;76799.92;3295240.88;3720439.34
1011;4441000.63;2600746.43;1282158.77;234773.05;323322.38;12336.38;38771.01;14913.22;82441.29;118444.7;676843.94;6852428.38;5384751.17
1809;3801182.92;2307086.49;1041038.95;198003.62;255053.86;12015.8;625955.32;20211.75;84280.62;36354.64;267801.79;4939267.96;4847802.84
1212;3550307.58;2104645.26;961153.9;81550.76;402957.66;0;103918.66;34323.32;891663.62;304076.59;1278220.26;6174981.77;6162510.03
4202;1735360.12;851967.41;468944.28;75456.42;338992.01;0;41556.47;25607.55;355837.07;70299.93;244127.92;2448956.61;2472789.06
1012;4882069.13;2878611.15;1224511.53;178495.81;600450.64;150000;451296.66;11758.94;190085.12;384011.6;255883.45;6302753.85;6325104.9
211;9529332.72;4648367.43;3061617.12;91047.93;1728300.24;76677.89;61537.9;709771.16;499219.33;358174.74;1014312.17;13958068.69;12249025.91
1116;22599141.11;11037070.01;7518065.14;395379.42;3648626.54;97371.56;1973746.46;990329.7;1238431.75;506945.11;3767259.78;33192067.1;31173225.47
1110;36070166.07;16783648.65;14973847.38;381135.64;3931534.4;2721042.42;2393164.58;2412164.24;2133091.24;1977721.8;2474151.08;51922536.89;50181501.43
506;2431908.66;951606.53;1217742.95;17717.12;244842.06;58529.42;113958.04;33753.78;588811.96;463402.53;421271.01;5800805.35;4111635.4
810;10913907.56;5975856.12;3947895.03;175974.68;814181.73;6594.88;323301.49;87311.37;163013.91;613069.46;1026762.11;14039008.17;13133960.78
113;11458866.05;5001836.67;3746621.92;334197.9;2376209.56;12250;314074.1;35707.91;588415.39;253371.83;1439475.95;16223900.43;14102161.23
1810;2601741.59;1180955.78;1190422.93;86275.62;144087.26;0;945911.1;47656.53;509135.44;115580.77;249396.68;4586051.78;4469422.11
114;4435205.52;2206435.32;1617498.59;100718.54;510553.07;306270;1804684.63;200958.79;995570.32;183214.84;990476.81;11484549.33;8916380.91
611;5004487.34;2045502.33;2349790.04;45829.96;563365.01;10450.41;54317.84;214219.35;1024301.2;313615.88;911604.71;8504699.01;7532996.73
1421;9798510.21;3816600.35;4482094.05;126558.51;1373257.3;402500;4302936.14;87807.05;351697.85;179568.96;2026651.17;19160674.05;17149671.38
212;3436109.23;2178350.25;879466.11;124612.48;253680.39;0;93142.35;10309.2;145072.98;303149.77;843388.69;4989691.47;4831172.22
115;9682472.82;4041842.11;3950435.27;87467.78;1602727.66;488009;1763180.92;49766.72;1471480.76;360222.81;1178869.19;16924313.73;14994002.22
1309;8232757.49;4058693.75;2854131.45;454502.38;865429.91;142641.83;3831447.44;157065.44;1356910.97;582399.34;1275993.53;15347817.48;15579216.04
1508;16447716.04;9073858.69;6022967.36;181114.96;1169775.03;68132;32010.22;90595.17;77479.03;341913.39;801155.73;18468451.8;17859001.58
612;2931108.45;1252869.26;1341461.28;8472.47;328305.44;8750;196648.9;310157.41;815021.91;685185.88;265862.82;7343316.33;5212735.37
1310;14821065.09;7253433;5906547.54;102226.92;1558857.63;530987.29;11067885.51;476553.19;2165043.57;1316458.99;2394301.97;34679737.24;32772295.61
1605;2964159.11;1494706.15;1135320.73;35373.11;298759.12;0;337639.48;682693.4;922153.88;1093138.54;396528.13;6251160.77;6396312.54
1013;2010025.11;969332.46;878049.74;24108.44;138534.47;28389.75;201274.07;0;813905.24;225989.66;222589.39;3919592.66;3502173.22
613;3208857.54;1238949.48;1649573.07;19516.01;300818.98;270000;259256.84;215810.88;370046.35;161211.34;312411.3;4782481.18;4797594.25
1311;10517877.57;5137866;3608016.14;240408.09;1531587.34;123493.23;3044797.78;269588.19;807503.82;1190265.36;1319839.68;18768292.77;17273365.63
1811;2079729.31;1075673.69;750254.81;27367.72;226433.09;36058.83;11987.34;16210.91;263557.11;65844.42;552984.11;3773279.29;3026372.03
507;2449136.73;1010071.02;1034401.81;104326.08;300337.82;15000;654304.87;174564.86;892068.59;688764.49;404207.56;5301421.37;5278047.1
1812;1605420.78;745207.19;738576.92;0;121636.67;50000;619600.58;34310.28;185493.9;259522.9;306613.74;3360433.4;3060962.18
614;2226719.33;990412.77;862309.64;61006.1;312990.82;0;334091.6;61261.11;479297.65;240760.02;226021.91;3855705.4;3568151.62
1014;6530727.9;3345458.6;2523464.82;68712.25;593092.23;0;133242.2;16583.32;353710.62;849301.6;426460.63;8876262.18;8310026.27
1708;4366576.61;2308406.2;1413549.89;135550.72;509069.8;152957.17;823523.49;195447.23;365072.25;1443537.79;435793.54;8437563.67;7782908.08
910;3603082.56;1376778.49;1549314.23;91167.87;585821.97;0;426607.65;156850.25;905790.87;237153.1;455675.79;5845457.56;5785160.22
1015;9273245.58;3323224.34;3782420.17;55812.93;2111788.14;133063.9;1609768.6;2307287.58;1787458.67;1212471.95;1475541.7;17599078.24;17798837.98
4203;10367887.82;5331142.41;2679046.3;239388.64;2118310.47;322851.45;1178067.45;74454.1;704963.57;536991;2306591.19;15384535.31;15491806.58
3105;1859668.57;807020.28;624287.67;165706.81;262653.81;31276.91;0;124244.35;1350727.41;67486.43;377817.05;3755497.24;3811220.72
1606;4525324.92;2048822.96;1712220.71;75094.78;689186.47;0;636218.28;133738.18;483979.61;488389.88;385529.97;6019887.36;6653180.84
1607;9288884.68;3997518.89;2954198.61;8695.35;2328471.83;331787.45;447525.96;1121670.32;302769.15;1217550.27;1022266.44;19686003.95;13732454.27
1213;4686455.22;2378894.11;1707520.28;6217.14;593823.69;52537.83;262054.51;77653.04;261862.05;1591123.04;253551.35;7760611.91;7185237.04
1214;5550814.71;3284749.06;1607393.28;293215.75;365456.62;384229.74;829696.66;43234.48;1082422.89;145451.92;837137.42;9903844.86;8872987.82
709;3209630.33;1907042.88;985997.61;22206.77;294383.07;0;136094.53;85940.87;61441.79;274078.87;283077.01;4704921.94;4050263.4
811;19279495.11;8012736.08;5156763.72;1646312.91;4463682.4;74227.32;1387271.99;52801.74;526229.33;945916.86;1151263.53;22860283.63;23417205.88
1312;59711132.74;28637027.01;19689742.08;2510686.64;8873677.01;497238.8;2474345.43;356826.46;51533.1;787834.83;21711954.04;95947760.67;85590865.4
1016;5776796.58;2409580.32;2860372.55;35294.26;471549.45;201489.2;319700.65;1292301.39;287896.55;518718.66;250773.43;9015145.13;8647676.46
3106;1065509.96;579070.18;272229.15;46418.66;167791.97;4281.25;3525.62;122789.46;730395.21;50083.41;384544.58;2548828.74;2361129.49
3201;1851656.67;766475.33;304856.72;6485.38;773839.24;0;0;2887.35;645488.74;24183.5;93179.56;2775937.85;2617395.82
309;4548515.5;2011739.06;1706248.33;52971.76;777556.35;101921.77;480519.72;405065;748602.56;299113.12;712209.94;7512896.81;7295947.61
1313;15593305.5;6509441.79;7014974.07;208380.29;1860509.35;357981.7;681171.52;697804.9;2586458.47;893524.39;1534684.98;22679382.21;22344931.46
4204;1621400.75;1133025.76;317454.25;74370.06;96550.68;58145.43;25883.04;770064.98;29648.68;144115.63;1150170.81;3775944.75;3799429.32
4302;3218492.24;1728802.28;716973.79;92140.62;680575.55;18400;411262.29;179825.17;756213.74;397604.54;1426832.44;6379591.56;6408630.42
508;3605185.73;1336666.7;1836482.03;21352.88;410684.12;86882.71;61986.44;128418.04;763914.52;443766.98;238099.16;7103128.37;5328253.58
710;3487694.29;2125167.55;1129875.36;5454.02;227197.36;179585.74;1310425.11;40154.03;298082.97;386332.73;26570.32;4397482.23;5728845.19
711;3998697.65;2156194.98;1107146.81;95980.49;639375.37;21725.95;410658.23;495433.65;494975.03;237768.1;1195604.67;6853954.48;6854863.28
1813;4133157.74;2278823.35;1416215.57;150805.77;287313.05;43842;476376.01;40607.88;443335.1;633924.47;409545.34;6422322.24;6180788.54
3107;2949378.93;864025.7;912645.85;641606.36;531101.02;0;1009.2;1250.88;2306325.62;196377.38;427827.36;5627419.4;5882169.37
1709;4041747.82;1712147.46;1282801.69;56001.98;990796.69;9020.79;29631.02;59393.11;791612.52;317666.11;403164.5;6208269.38;5652235.87
4205;4322322.76;2332743.99;1463398.07;142394.23;383786.47;105393.71;1317722.78;903053.09;1067415.42;360845;2216343.75;10078981.44;10293096.51
1414;5897571.44;2883670.32;2116431.17;142800.31;754669.64;0;322282.86;46830.91;376145.6;405910.35;1812858.13;9080585.52;8861599.29
1710;2710961.35;1518929.36;938526.46;52349.49;201156.04;45000;114243.54;68323.48;269668.58;688742.12;287869.8;4556522.7;4184808.87
911;4520334.23;1812954.77;1586561.56;46798.05;1074019.85;175550.66;3628.5;200386.11;1411269.27;935515.63;693858.2;8073799.66;7940542.6
1415;3807453.04;1939935.02;1396967.61;25702.23;444848.18;657.87;901466.64;18389.65;231991.42;81948.76;410021.71;5613911.54;5451929.09
1814;3020336.93;1366988.66;922282.27;218024.43;513041.57;20568.42;388938.37;65874.04;379877.53;280804.85;336412.22;4474239.52;4492812.36
3108;4935893.14;3308403.65;1261159.44;140179;226151.05;0;4708.08;331397.58;792886.11;274813.4;803470.29;7198425.67;7143168.6
4401;1097821.42;579971.08;349398.04;41963.52;126488.78;119828.15;303967.58;25911.07;651815.6;342158.15;73691.67;3407081.95;2615193.64
4802;839829.37;548625.9;247438.69;8341.1;35423.68;12398.47;0;267030.77;99625.92;20781.6;108002.85;1592514.91;1347668.98
109;18715726.56;8050613.1;6973544.29;269232.36;3422336.81;471940.04;3157023.82;967902.67;532425.87;1237121.94;2960935.07;31908140.2;28043075.97
1711;2215970.09;1025122.56;873250.61;31746.2;285850.72;166043.46;471734.19;179852.1;598345.45;130749.05;364839.98;4529588.47;4127534.32
3109;2485939.72;837061.33;1017714.25;151313.94;479850.2;13504.36;0;7373.48;757544.06;139886.09;371852.94;3884225.67;3776100.65
