codigoine;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital;receitastotais;despesatotal
402;9612801.89;2938777.26;5985455.39;141989.57;546579.67;524169;1660874.49;452606.31;1171687.52;873855.59;1412988.84;16122608.59;15708983.64
304;3341895.7;2022236.24;741933.4;104221.17;473504.89;382007.76;608005.8;648457.26;1597759.34;131866.06;924717.33;7977278.89;7634709.25
1104;3630370.14;1628560.89;1634888.34;77963.51;288957.4;0;98786.24;169122.61;560837.39;71517.13;132310.19;4795299.88;4662943.7
1006;7644200.62;2362527.2;4102648.89;209496.41;969528.12;0;133249.06;41683.73;1014790.85;406601.49;960999.97;12298400.06;10201525.72
3101;2397495.09;963463.94;793362.72;147948.61;492719.82;609;2473.57;51052.46;1268063;106687.59;454133.59;4203420.37;4280514.3
4501;1313918.51;794039.27;327721.54;145582.86;46574.84;0;23680.24;13962.62;585318.86;82443.66;275447.06;1941040.88;2294770.95
3102;3045079.51;1670658.84;997773.4;85690.62;290956.65;15105.39;93595.09;93189.01;1349404.49;126560.96;485872.08;5570535.03;5208806.53
1602;5624246.38;2208240.44;3222961.09;76136.63;116908.22;0;259174.64;517556.04;398333.91;204375.07;397266.39;7924475.31;7400952.43
1204;3200992.49;1611205.55;1117259.16;46409.22;426118.56;31867.16;2711.83;2919.17;434699.63;83240.5;52703.27;3982768.32;3809134.05
602;5344913.55;2328908.13;1843226.76;308653.3;864125.36;22700.22;574753.53;7287.16;362874.43;398036.78;1722899.35;8726662.63;8433465.02
403;2556385.78;1394072.78;804240.41;55346.41;302726.18;28167.5;264086.94;6389.83;999068.22;303835.42;601112.69;4865038.69;4759046.38
1802;2356595.71;953761.44;974483;42716.65;385634.62;3531.65;290850.34;23369.42;477012.31;292017.04;339060.32;3509301.9;3782436.79
1406;4690808.99;2615192.27;1390735;168770.93;516110.79;0;725756.3;6027.78;4512.89;946696.21;766300.69;7831014.8;7140102.86
1105;63536333.72;15082969.13;32207160.91;714544.49;15531659.19;306342.07;3369817.61;1108898.6;4670732.66;2647451.29;5480738.76;83713968.13;81120314.71
1007;3227743.21;692350.03;1536427.71;411871.83;587093.64;11250;686004.49;169445.62;1887308.71;1138256.37;190837.33;6647214.41;7310845.73
502;8619780.16;3330028.8;3691463.23;32222.38;1566065.75;895721.76;3162132.21;116052.27;2582823.36;3575702.31;2244919.56;26312617.66;21197131.63
106;3774050.09;1449937.1;1635891.54;191752.68;496468.77;0;59723.43;51376.68;270955.9;65473.91;327479.79;4806951.95;4549059.8
1205;1976355.74;1161179.54;683265.91;10316.68;121593.61;1602.21;18161.42;70937.01;848676.17;111140.78;137172.3;2918312.02;3164045.63
1803;4308898.88;1972936.94;1977255.02;35194.4;323512.52;43784.32;37183.59;449862.78;2243644.82;526347.12;336281.57;7935511.41;7946003.08
804;3527820.94;1237457.85;1712628.64;27377.23;550357.22;50327.02;9517.32;8058.78;653124.17;273371.07;95268.42;4561194.43;4617487.72
206;3542286.69;1788093.03;1153245.68;33983.01;566964.97;4420.58;1046213.33;23232.63;540443.62;484227.57;391549.21;5329096.6;6032373.63
903;3225974.37;1617672.13;1042163.08;107358.94;458780.22;0;197615.25;110624.81;332100.04;216038.82;555234.99;4970206.73;4637588.28
305;5219109.62;2204360.78;2084717.79;378524.64;551506.41;188899.35;1755891.81;20377.47;713997.88;261234.39;599526.13;8966106.72;8759036.65
1407;3634931.03;1594014.15;1447955.99;162713.74;430247.15;68743.76;101812.08;350967.47;440027.06;334675.01;723138.43;5679379.62;5654294.84
1703;8449234.4;3902036.85;3632879.52;277502.1;636815.93;35949.48;1321981.24;907495.98;2421404.4;1057832.95;1786181.22;16200690.44;15980079.67
1804;4061483;2010364.53;1814161.11;10643.3;226314.06;250;1339463.83;166690.62;580271.39;618364.28;821844.07;7508225.35;7588367.19
603;30693682.93;12532625.74;11423036.14;801874.74;5936146.31;711191.97;283418.01;111598.82;532710.42;5019425.14;11367929.67;48082010.95;48719956.96
604;3768061.81;1474813.59;1892362.57;88417.45;312468.2;15542.32;217203.51;140927.6;321341.49;475508.6;455314.56;5861804.31;5393899.89
1408;1898043.23;951420.88;711674.14;48295.38;186652.83;110422.66;534750.21;59748.05;795012.03;152851.04;304785.82;3615775.09;3855613.04
1409;5461434.29;2905446.45;1999362.08;45619.01;511006.75;55077.63;1769453.14;8374.27;179960.39;807763.49;288142.93;9595605.59;8570206.14
4901;424868.34;260941.66;129970.51;11769.82;22186.35;0;0;31772.75;559819.86;56362.65;64560.12;1543030.55;1137383.72
503;9062980.09;2980663.6;3248737.3;656078.21;2177500.98;595895.25;1203193.66;492652.09;1636813.99;1529519.27;2783051.13;17787639.5;17304105.48
1206;2151062.67;933428.92;893478.64;47291.14;276863.97;1083.75;46419.61;298823.2;46511.05;722580.97;161749.33;3593267.28;3428230.58
207;1862884.53;970624.55;664630.24;33155.59;194474.15;1800;60372.26;153656.99;452932.67;52750.08;152008.62;2781438.45;2736405.15
1207;6599210.57;2545247.76;3219644.07;10556.74;823762;608905.35;583044.64;1884.8;2520079.02;1774260.81;74208.95;11040171.66;12161594.14
1410;4841742.53;2438886.7;2067772.02;182164.47;152919.34;0;48099.96;1238572.21;255643.6;547131.74;366334.22;7731875.26;7297524.26
107;8734831.12;4376673.37;3245476.8;63373.41;1049307.54;51893.56;466477.8;72322.19;247715.41;1388491.37;539909.83;12799153.14;11501641.28
306;6166116.58;1798046.7;2501296.13;96053.19;1770720.56;8992.88;605690.51;415.35;468255.39;304200.2;866224.57;9741472.41;8419895.48
108;4539626.12;2076086.28;1942455.89;96473.83;424610.12;77361;1828519.77;695505.67;461640.66;959924.7;576040.32;9416506.01;9138618.24
704;4741596.56;2096667.68;1991129.08;81800.21;571999.59;31384.85;1083376.64;5636.72;1044313.17;662244.04;210265.63;7624488.19;7778817.61
705;14825364.77;8380039.49;4010894.41;1118103.16;1316327.71;1056000;911653.45;3277.18;182567.76;355064.98;4918724.68;21567885.32;22252652.82
307;9117872.65;3715592.92;3125314.06;68970.5;2207995.17;64022;252375.86;167873.18;1675287.3;438282.13;2670161.14;14522421.43;14385874.26
805;10792422.1;6458494.84;2690911.24;434498.79;1208517.23;126216.83;302654.74;6065.06;325879.37;513625.76;2029322.05;15853518.25;14096185.91
1303;11819687.21;5092268.71;4600644.08;90383.02;2036391.4;169186.75;3348933.34;1029534.76;726167.85;1526540.57;649076.3;18446389.42;19269126.78
208;3692149.15;2142809;1125350.54;76614.09;347375.52;23415;404367.31;0;43789.54;145761.82;522710.53;4859998.9;4832193.35
1411;2706230.35;1116195.5;1332931.13;83762.99;173340.73;10000;609286.21;219247.63;185679.43;223209.2;266267.31;4306678;4219920.13
605;9441914.97;4299575.91;3064820.11;1040097.22;1037421.73;8060.79;1647822.7;1008.6;70973.36;183481.38;1197657.61;16437779.21;12550919.41
904;3261489.41;969812.84;1374593.76;96129.21;820953.6;73470.48;579389.65;53210.32;72024.75;103542.92;513744.14;4696354.45;4656871.67
1008;2408000.88;1281486.72;825974.56;155694.67;144844.93;67096.96;11156.9;0;68713.01;318422.68;369191.34;3444416.04;3242581.77
905;2291364.75;774278.3;879085.24;614306.04;23695.17;0;25474.55;0;117021.25;78013.64;123947.33;2709683.07;2635821.52
404;2347683.64;1307072.62;677818.49;147945.47;214847.06;18900;19169.81;0;740343.15;1186569.55;451907.81;4810083.01;4764573.96
1208;1671245.22;775144.32;728760.33;28978.98;138361.59;48750;50584.86;0;1915.26;325406.85;173245.82;2326237.38;2271148.01
3103;23829848.55;15538470.69;5690491.9;611061.8;1989824.16;659501.63;831536.43;4113610.51;3021180.59;2515042.84;3522041.12;40253348.71;38492761.67
504;7048067.05;2477052.49;3268039.04;879234.05;423741.47;148359.55;613356.66;576689.24;1495004.65;850671.15;3345401.58;14525030.37;14077549.88
1209;1802713.25;922018.53;665609.6;14650.14;200434.98;1614.28;8661.67;135353.86;288835.16;246532.81;115689.38;3189153.88;2599400.41
606;2535092.54;1342375.79;911355.52;34664.22;246697.01;0;574413.5;32802.03;359138.1;124747.92;324464.24;3549347.03;3950658.33
1412;2412704.63;1019434.09;1155614.99;14757.05;222898.5;0;243631.87;43362.35;162031.65;511782.37;287847.24;3606903.04;3661360.11
1304;25403288.12;12374683.65;9767998.06;581280.93;2679325.48;573430.31;4261500.05;78470.4;1874416.94;350372.66;3890437.24;36183946.97;36431915.72
906;2760210.89;1262672.36;936913.36;85755.64;474869.53;268728.88;7711.86;521206.68;668437.75;693185.63;696170.16;5940480.78;5615651.85
1505;7089876.28;3992333.57;2107271.77;143942.21;846328.73;115013.48;362548.1;73358.21;242594.9;738778.01;460839.04;8893545.34;9083008.02
907;9865707.77;4379588.37;3348657.41;637547.69;1499914.3;31005.52;204567.65;53362.11;1050651.49;529711.1;3421586.43;16432725.6;15156592.07
308;27021368;11670748.81;9323920.29;784447.46;5242251.44;421382.2;3099634.86;0;2027005.64;9317428.53;4414155.07;45960162.35;46300974.3
4701;2754422.65;1508959.63;795531.62;67084.34;382847.06;0;7197.15;14473.83;505269.14;133390.13;436348.25;4867543.47;3851101.15
505;4767638.86;1964999.7;2288249.47;21299.33;493090.36;1500;165907.55;53810.81;273430.87;1052958.02;792368.94;7932210.64;7107615.05
110;7200547.32;3220557.78;3500535.17;213604.85;265849.52;235823.67;359683.38;234274.85;1281370.43;1461040.3;1189852.44;12386498.79;11962592.39
806;9870723.3;3144588.19;5560930.38;111565.36;1053639.37;0;109873.82;18048.33;55391.51;360693.34;477480.76;12794933.04;10892211.06
4201;2647047.1;1069481.64;829261.57;97159.41;651144.48;138683.59;41492.97;90944.06;338061.37;203507.27;2077729.73;5758404.14;5537466.09
807;16450868.28;5737511.17;7211803.79;463009.5;3038543.82;93547.63;413144.53;491890.74;367026.54;451095.61;716429.68;19365117.41;18984003.01
4801;884534.22;443982.73;363716.12;7982.9;68852.47;0;115548.25;65511.3;355804.82;174140.06;90982.92;1671376.92;1686521.57
4601;1486225.05;625426.79;521562.83;119579.15;219656.28;0;352141.28;324;1084.56;72744.51;777974.94;2768107.22;2690494.34
1805;5429127.36;1956058.72;2367416.27;208397.76;897254.61;91562.66;1282338.59;195087.83;1567409.51;317755.06;2921996.96;10385535.81;11805277.97
1009;20002246.82;5584665.33;8532415.16;340680.18;5544486.15;21176.54;1300334.13;82916.01;779166.81;944076.51;4672051.48;29856450.42;27801968.3
1106;161226418.8;103203256;32640433.42;3439826.4;21942903.02;2275866.63;2688454.21;1031213.77;4143720.95;7863293.59;29898822.97;231802322.2;209127790.9
808;28957550.53;12961231.83;13358388.14;478023.67;2159906.89;94634.63;1972506.05;2750364.28;3796761.43;962102.98;3000036.83;44953203.05;41533956.73
1107;40118077.99;17326098.26;14709034.19;524924.89;7558020.65;0;1316748.76;360062.81;950824.52;877565.96;7640613.73;52578419.29;51263893.77
1108;7414278.75;2710135.2;3671921.67;276997.29;755224.59;2342.43;1053124.72;131746.28;317370.74;325420.69;643423;10274070.99;9887706.61
607;3925664.57;2171173.4;1385910.04;82025.96;286555.17;19379.76;905856.89;84996.62;452959.54;287805.19;441921.86;6722443.36;6118584.43
1305;9344687.12;4949651.62;3025985.16;287691.07;1081359.27;0;1099241.54;706049.15;2539708.32;273940.87;868445.07;14445770.51;14832072.07
1413;3720016.26;1410571.32;1879075.24;28494.31;401875.39;0;271466.63;54006.79;498794.19;201122.66;112035.96;4839161.58;4857442.49
405;6519002.72;2286490.29;3049370.72;155719.47;1027422.24;78645.5;83240.65;169713.21;1215398.69;463326.71;1062273.37;9646595.21;9591600.85
3104;3156810.94;1585684.26;1148617.19;194456.54;228052.95;0;27432.06;110272.04;492619.8;292961.22;663187.99;4983135.47;4743284.05
4602;1811356.47;852515.26;501374.58;37193.78;420272.85;0;80960.78;96994.1;221197.09;124170.05;317857.24;2743036.87;2652535.73
1109;17914407.79;6832846.35;8843947.75;77410.65;2160203.04;22804;1525892.84;886246.97;1662982.06;2059280.25;538231.19;24804591.78;24609845.1
1306;19616309.89;8728915.35;7243864.75;767490.31;2876039.48;962261.94;547093.93;66756.16;1260048.95;514331.49;5036269.64;28708637.95;28003072
1806;4555144.23;2184003.98;2098074.77;135050.05;138015.43;34331.51;348347.56;400610.97;1291565.63;254303.86;533896.37;7624053.72;7418200.13
908;1408929.07;612767.93;661041.68;26708.36;108411.1;14995.36;944.32;5049.99;399097.68;608880.27;254422.03;2728292.93;2692318.72
1307;9311037.62;3289127.17;4087451.43;367814.3;1566644.72;107822.01;728981.63;0;191125.42;60043.99;1298256.53;11041179.21;11697267.2
1010;6530919.26;2377954.62;3391474.42;65079.28;696410.94;12368.79;711565.58;426103.61;682081.4;316174.47;552121.31;9992234.47;9231334.42
1210;1525148.65;807233.15;606093.25;13124.76;98697.49;69632.16;141260.72;14370.65;110495.35;94844.48;57915.53;2901570.63;2013667.54
1308;30743885.3;14506734.57;11739368.14;498902.04;3998880.55;2344602.45;3905374.88;140303.68;1996749.73;583501.26;4626206.12;53075280.63;44340623.42
111;3920499.41;2188156.98;1497306.62;28094.54;206941.27;0;210989.27;30452.19;107756.57;34788.16;394136.77;8133950.39;4698622.37
909;3398973.1;1206458.66;1552070.13;213823.49;426620.82;0;660913.51;48303.6;453929.13;74988.77;190200;5670289.39;4827308.11
1603;3760235.96;2107671.26;999278.89;207349.28;445936.53;5797.16;808504.26;997010.74;810577.27;128006.19;644605.92;6760822.85;7154737.5
209;4812407.2;2244169.91;1782272.32;88093.13;697871.84;126018.37;95292.35;400793.97;417109.92;370645.35;1986999.99;6948482.22;8209267.15
1704;1870986.22;879711.2;661066.48;163881.56;166326.98;2547.96;602420.72;7255.35;432783.77;319000.88;198221.97;3513168.38;3433216.87
608;3188767.16;1664921.44;1385015.21;58745.57;80084.94;0;759098.68;56624.5;660544.95;297376.18;265801.51;5346368.39;5228212.98
609;2830876.15;1309694.07;1312370.7;48690.3;160121.08;49273.93;620115.85;492637.42;130383.22;433571.48;407066.5;5063739.91;4963924.55
406;3530110.86;1673253.45;1505085.65;117902;233869.76;0;353446.72;136068.87;729413.98;198460.57;931408.84;6035923.74;5878909.84
407;7434858.75;3303871.1;2518316.15;366858.46;1245813.04;15440.2;361958.95;77138.56;554591.84;512650.81;926909.54;3562083.82;9883548.65
408;3747755.91;1172176.16;2277136.02;65765.04;232678.69;21785;266204.47;918699.46;1001564.34;687290.04;707057.99;7917697.39;7350357.21
1807;2950930.54;1322082.6;1144691.38;83473.47;400683.09;68510.91;1249339.98;44109.76;233093.1;125353.42;818607.66;5420690.86;5489945.37
1506;11604799.69;6637178.01;2942482.05;248612.07;1776527.56;35201.19;209939.13;167095.86;74259.84;2510290.31;1371514.28;15921504.04;15973100.3
1604;4466328.01;2183884.28;1602463.82;118468.52;561511.39;57787.48;886939.25;351242.83;544128.03;328002.34;1505318.39;8777683.04;8139746.33
809;3094293.63;1879827.66;871573.98;68479.57;274412.42;0;84088.64;119849.3;553990.71;147358.82;556165.17;4706078.6;4555746.27
1705;2792349.68;1283522.71;1050842.74;279690.77;178293.46;0;88775.05;21152.17;103363.26;1152827.71;335290.26;4693851.69;4493758.13
1211;1898658.7;1244079.45;422278.65;57208.33;175092.27;0;199468.09;2697.39;346467.54;57675.44;632101.88;2925887.61;3137069.04
1706;4262936.66;2005747.02;1764669.54;62816.56;429703.54;248937.02;75072.44;293347.23;695547.85;517686.51;578765.14;9232666.64;6672292.85
706;5853888.14;3247054.02;1909741.09;39884.6;657208.43;71475.76;227725.27;89847.98;868094.37;345613.4;418876.07;8252905.26;7875520.99
610;4640482.71;1925119.66;1919324.33;525322.12;270716.6;303201.17;473822.3;1833654.35;1092211.4;530479.94;845628.38;10487346.85;9719480.25
1507;10535576.79;6215438.14;3281240.03;174965.15;863933.47;30320.74;890333.21;43819.85;111814.71;224043.85;1197165.31;14141798.58;13033074.46
707;2152472.84;1077346.32;665038.65;41217.15;368870.72;3900;32925.9;46251.26;697923.58;285819.93;420034.47;3237327.52;3639327.98
1808;2509711.94;1182319.4;771763.34;47384.14;508245.06;52326.45;74490.65;71298.65;294565.69;44344.32;168185.86;4492963.27;3214923.56
210;5037635.22;2652036.62;1814075.29;60094.75;511428.56;47740.93;26048.14;477104.24;714755.51;1663513.5;869259.37;12843871.27;8836056.91
708;2081978.8;1291524.59;445459.36;122861.23;222133.62;0;0;4010.11;21171.62;34036.63;189547.65;2396788.04;2330744.81
1707;2464703.74;1090288.51;943977.75;248453.5;181983.98;3208.5;92239.28;2084.85;537995.68;52209.56;487233.37;3577686.53;3639674.98
112;1630578.05;749766.81;759715.51;8813.62;112282.11;99093.63;697632.38;89131.52;488233.33;931401.38;88697.86;4477125.76;4024768.15
1011;4176444.98;1944004.83;1179565.08;302179.38;750695.69;160047.7;199915.86;28484.63;75163.6;151202.56;531984.5;6601726.05;5323243.83
1809;3816441.37;1988549.3;1366368.12;218198.55;243325.4;0;954665.01;34413.25;717749.69;208389.79;143986.03;5999810.61;5875645.14
1212;3955960.17;1858925.52;1352269.11;191791.93;552973.61;138625.87;39024.35;15454.34;255075.54;304387.67;338740.57;5191402.49;5047268.51
4202;1276759.19;746313.42;277608.67;61026.94;191810.16;18578;121883.08;42440.66;1198579.34;80440.88;112923.42;2913907.78;2851604.57
1012;5126739.54;2536066.53;1740259.55;170842.49;679570.97;162500;399075.6;100556.05;176563.71;589623.23;505513.69;7881429.13;7060571.82
211;8666559.6;3747396.01;2985030.92;114507.97;1819624.7;50000;109731.8;276581.06;414518.79;685195.35;2210277.34;13385894.38;12412863.94
1116;21833570.87;10608520.35;6621074.51;658185.35;3945790.66;82093.03;869372.79;205416.08;826017.04;198797.99;3513986.82;31340104.45;27529254.62
1110;34331468.32;15025547.45;15316915.34;396160.83;3592844.7;3123819.28;1505471.61;2366874.97;1690952.8;1389728;2203233.57;46807912.55;46611548.55
506;2556559.02;963017.96;1323445.8;20052.38;250042.88;27859.75;177045.59;31688.05;221912.75;931586.5;439825.6;4163599.89;4386477.26
810;8936910.69;4268175.37;3446349.66;270735.57;951650.09;0;255407.61;81653.61;238497.22;610001.13;864296.24;11392123.07;10986766.5
113;11329973.13;4465363.37;4000512;445424.44;2418673.32;743001.69;17400.56;245517.49;320698.09;675697.51;2946884.68;16712455.09;16279173.15
1810;2440914.34;1225340.26;1030711.16;45774.23;139088.69;65774.7;1009683.67;23967.68;1490766.58;160904.15;204730.15;5767569.86;5396741.27
114;4826416.12;2138170.16;1897771.54;164054.25;626420.17;224622.02;2236550.68;190708.95;872478.08;83933.19;742079.4;8983257.48;9176788.44
611;4570886.37;1789392.3;2085461.3;37049.41;658983.36;129812.48;78794.04;211226.74;1300437.93;373848.59;865444.95;7136785.46;7530451.1
1421;9916427.49;3232871.62;5570126.43;193678.82;919750.62;497999;1613467.95;2612.24;835883.17;431929.75;2047975.98;17140019.72;15346295.58
212;3164760.1;1951925.53;794249.77;137725.92;280858.88;19471.63;33568.65;23600.1;131434.27;203692.26;1094624.37;4680385.45;4671151.38
115;8486289.15;3232652.82;4091035.8;80605.06;1081995.47;510340.94;4217759.02;2042492.04;1156536.54;340046.87;700857.53;15740704.52;17454322.09
1309;8315353.52;3969130.85;2927404.24;471814.17;947004.26;115375;2315278.29;14060.31;212248.25;186679.75;795449.85;12081973.45;11954444.97
1508;15825596.31;8052532.89;6419762.55;273214.94;1080085.93;128720.98;93378.22;513643.11;480898.11;600509.82;911864.87;18578957.64;18554611.42
612;3064536.53;1178594.12;1514697.82;8467.79;362776.8;42846.6;4497.84;97220.31;1094001.2;324385.16;205037.83;4693701.82;4832525.47
1310;15559596.48;6656305.89;7155743.42;311317.72;1436229.45;255547.92;3327080.76;28000;1632926.86;1254805.19;1411408.31;23094832.65;23469365.52
1605;2988066.85;1352983.49;1349358.29;67619.09;218105.98;0;577208.45;1517305.34;164475.29;508558.44;359749.45;6679075.02;6115363.82
1013;1572886.54;779301.23;642448.49;38927.28;112209.54;29307.25;523372.35;0;30055.09;410717.05;142431.32;2660023.4;2708769.6
613;3249429.56;1238481.6;1722469.31;17402.95;271075.7;0;396742;550198.18;218339.11;233473.79;449698.99;5188871.04;5097881.63
1311;10075248.56;4823795.43;3614925.97;268145.84;1368381.32;688434.23;2863226.99;484508.91;988493.07;1700589.5;1314149.44;18493349.14;18114650.7
1811;2017496.64;935266.33;832564.23;31419.15;218246.93;10949.76;21234.74;25023.07;285491.81;60100.89;554903;4158397.76;2975199.91
507;2800460.46;922052.6;1518073.77;135157.2;225176.89;23256;327801.9;62314.04;256590.16;859511.03;585907.34;4914102.65;4915840.93
1812;1692871.29;702654.7;812058.7;0;178157.89;23425.74;219982.92;91086.2;108785.45;221796.24;133871.61;2811241.79;2491819.45
614;2169332.85;970771.78;805543.18;56166.55;336851.34;1640;535145.09;52760.98;578356.39;127639.12;287820.79;3814871.59;3752695.22
1014;6005146.54;3009613.2;2316718.11;60189.61;618625.62;0;495051.37;27214.25;179331.62;1179743.51;478237.15;8416062.35;8364724.44
1708;4516747.3;2149364.74;1366862.84;208380.83;792138.89;32189.44;86387.56;311564.24;1077626.42;340372.88;508433.55;6965286.33;6873321.39
910;4114003.45;1272926.22;1846271.66;188757.24;806048.33;109157.46;667395.82;267562.67;460707.08;77108.71;472034.82;6160718.95;6167970.01
1015;9459108.33;3227197.34;4245598.21;67277.49;1919035.29;99357.34;383257.33;2158001.41;2405620.87;1221607.16;1364213.6;18609741.9;17091166.04
4203;10679558.61;4913748.92;3430044.67;432112.21;1903652.81;43729.12;834401.27;75753.12;1267267.89;562760.28;2425417.99;15784861.41;15888888.28
3105;1926542.38;711626.96;838153.39;134168.61;242593.42;3659.67;0;28691.5;323878.92;17131.31;405684.15;2693917.24;2705587.93
1606;4445675.8;1998739.47;1595315;99960.87;751660.46;1500;938150.84;154417.94;258551.42;1526812.54;362887.13;7586549.31;7687995.67
1607;8973157.07;3692605.04;2979887.65;4143.61;2296520.77;376919.81;2979726.37;863495.95;195234.38;1145758.48;768295.86;14282651.87;15302587.92
1213;4696893.34;2074042.11;1752259.24;75482.96;795109.03;259252.55;1948246.6;488276.83;315012.32;338471.63;256610.69;9673549.76;8302763.96
1214;4725526.08;2727741.82;1552062.17;340346.29;105375.8;243404.65;407826.35;95514.92;667664.88;161453.05;1731733.04;8347010.61;8033122.97
709;3140091.58;1687164.13;1088923.31;28042.36;335961.78;0;149858.92;7745.38;147636.22;177353.32;291436.2;4422010.46;3914121.62
811;16966201.86;6558812.09;4700070.13;1151920.46;4555399.18;7127.26;1260218.86;57320.38;54232.3;773095.56;233554.95;18503482.83;19351751.17
1312;54636058.32;25265869.07;19351241.56;1761341.19;8257606.5;119408.81;264051.47;0;147210.69;572683.73;8513835.41;79428526.6;64253248.43
1016;5429209.31;2210186.48;2756990.91;44233;417798.92;141852.4;349516.25;247251.06;360113.39;466708.31;213017.18;7937686.19;7207667.9
3106;1275313.36;513427.82;510614.27;89487.64;161783.63;2000;2940.65;97316.71;103366.96;107711.8;368596.57;2017485.96;1957246.05
3201;1908352.32;639115;731795.42;12061.74;525380.16;0;0;1435.8;4077.1;46655.47;136214.71;2363644.06;2096735.4
309;4474354.78;1746984.86;1927855.28;50530.69;748983.95;36740;1314603.54;301079.38;659315.37;176829.89;1139069.43;8255867.19;8101992.39
1313;13876617.62;6007869.7;6837181.89;243697.54;787868.49;447523.66;644468.29;897672.95;1210932.46;939130.23;1366153.4;21604599.07;19382498.61
4204;1529353.57;1209298.78;186223.43;69055.74;64775.62;3078;18164.09;79928.54;1111.48;207466.71;764194.36;2599081.66;2603296.75
4302;2478611.3;1528553.34;353345.77;94649.97;502062.22;15000;95091.49;0;174348.16;207275.91;1566646.85;4658274.91;4536973.71
508;3121436.4;1278652.67;1259872.31;41991.99;540919.43;232662.5;30870.53;1149.03;553593.67;413108.05;259345.79;4633848.97;4612165.97
710;3241532.73;1931086;1003958.52;8028.32;298459.89;282676.84;112476.51;158721.06;244417.35;144584.88;26570.32;4081809.04;4210979.69
711;4235397.02;1991311.9;1545076.97;209088.93;489919.22;12500;162905.52;83577.7;237750.25;440539.41;1351447.41;6647474.13;6524117.31
1813;3833077.43;1933320.25;1497872.75;92279.39;309605.04;22862.2;460877.9;55033.66;490402.75;172227.81;329267.46;5403497.12;5363749.21
3107;2062846.88;757518.74;685764.8;242151.96;377411.38;14262.5;4785.7;26295.59;122895.39;242235.84;361589.76;3043211.76;2834911.66
1709;3301868.98;1464383.32;1176984.02;111729.22;548772.42;5000;425144.33;440869.71;434833.63;154672.97;354612.17;5262219.83;5117001.79
4205;3837689.14;2220022.58;1070973.34;180463.07;366230.15;34993.82;1146511.85;874581.31;953446.32;656195.49;1623531.18;8785819.76;9126949.11
1414;5819337.52;2485254.45;2575708.55;169639.12;588735.4;26380.4;235893.18;59288.58;579137.03;399604.23;1486496.37;8649898.73;8606137.31
1710;2499096.17;1135964.37;1074282.77;45901.17;242947.86;47544.05;207269.91;63420.92;82080.99;537085.8;280764.34;4090252.79;3717262.18
911;4861889.25;1667864.22;1846192.62;63303.14;1284529.27;15527.29;70107.72;645263.97;89712.71;356800.84;138427.26;7919441.63;6177729.04
1415;3654088.18;1789149.48;1546469.33;28245.27;290224.1;0;793405.95;0;48725.42;354304.21;318484.35;5542419.5;5169008.11
1814;2469006.62;1184009.87;737954.85;256106.49;290935.41;1429.01;672842.75;15463.54;36709.49;247759.62;579293.23;4136951.98;4022504.26
3108;6091836.3;2939511.3;2859661.82;146985.6;145677.58;11200;79941.43;313867.03;670795.48;257981.34;770972.06;8399796.17;8196593.64
4401;1234283.17;528240.52;398744.79;45670.47;261627.39;188596.61;101186.42;24791.23;377853.76;262053.52;145453.85;2489979.24;2334218.56
4802;830044.75;515259.52;267944.85;11185.45;35654.93;48.79;79800.61;10794.74;121188.75;5844.67;270742.84;1400434.49;1318465.15
109;18223048.21;5870558.95;8364904.52;453955.26;3533629.48;325670.08;2044193.84;881223.2;992002.96;951318.51;2922349.25;28745922.77;26339806.05
1711;2095724.09;937269.85;929210.02;44199.88;185044.34;318854.02;71545.96;41169.09;260850.71;213430.42;275276.96;3390160.27;3276851.25
3109;1765703.88;666478.86;571431.94;174821.64;352971.44;0;0;21009.68;417869.76;39415;765335.94;3270260.28;3009334.26
1416;12467506.93;6475625.44;3340675.73;749768.1;1901437.66;18528.25;804854.87;182805.2;133468.71;554578.32;5083314.39;19443739.3;19245056.67
1509;10059698.3;5203263.38;3854318.91;103663.71;898452.3;26889.97;140998.07;591653.55;812015.25;444937.6;934185.97;13003687.18;13010378.71
1314;12700797.12;4938594.05;4446789.55;148492.24;3166921.28;602361.88;1193849.45;1806015.58;1603951.39;517890.17;1993733.37;18684795.16;20418598.96
812;3550182.19;1868746.45;1413596.45;28259.38;239579.91;0;42957.58;6669.43;10446.91;66095.15;191029.35;4978373.6;3867380.61
116;5619551.33;2155853.53;2755241.41;114341.13;594115.26;196189.58;682822.89;68048.65;249784.42;2059552.64;962146.23;8040837.42;9838095.74
1815;2609615.67;811576.8;1573850.67;74719.99;149468.21;70000;26450.9;22930.79;392814.62;897904.74;972798.04;5226826.79;4992514.76
1816;5147522.07;2953383.51;1801989;183328.53;208821.03;111849.31;44961.29;104373.06;397670.21;230185.85;1394226.97;7425207.01;7430788.76
4603;1368162.26;440815.51;350582.27;16031.77;560732.71;17750.99;6384.28;27841.04;211991.51;68888.64;562202.97;1995389.94;2263221.69
3110;1387344.96;576530.31;503889.76;51280.35;255644.54;93328;7908.93;48303.62;225022.01;302445.25;447221.2;2540957.23;2511573.97
1417;2282455.37;1502275.73;663253.37;56548.64;60377.63;2805.63;6768.75;30980.37;5997.9;245337.46;327294.09;2935155.81;2901639.57
